city,fetched_at,station_timestamp,aqi,openweather_aqi_scale,pm25,pm10,o3,no2,so2,co,hour,day,month,day_of_week,aqi_change_rate,is_backfilled,temperature_2m,relative_humidity_2m,dew_point_2m,surface_pressure,wind_speed_10m,wind_direction_10m,wind_gusts_10m,precipitation,cloud_cover,boundary_layer_height,ventilation_index,wind_speed_24h_mean,wind_u,wind_v,humidity,pressure,temperature,wind
Karachi,2021-02-17 21:00:00+00:00,2021-02-17 21:00:00+00:00,155,5.0,64.28,102.06,49.35,29.82,9.18,1001.36,21,17,2,2,0.0,True,18.7,98.0,18.4,1013.4,9.7,333.0,15.1,0.0,1.0,110.0,1067.0,13.3,4.403707847473605,-8.642763284627167,,,,
Karachi,2021-02-17 22:00:00+00:00,2021-02-17 22:00:00+00:00,155,5.0,64.23,102.11,55.08,22.62,8.82,881.2,22,17,2,2,0.0,True,18.4,99.0,18.3,1013.2,10.5,338.0,14.4,0.0,29.0,100.0,1050.0,13.178260869565218,3.93336923086708,-9.735430472951268,,,,
Karachi,2021-02-17 23:00:00+00:00,2021-02-17 23:00:00+00:00,157,5.0,67.47,105.8,55.79,21.76,9.18,907.9,23,17,2,2,2.0,True,18.3,98.0,17.9,1013.0,11.0,341.0,15.1,0.0,23.0,90.0,990.0,13.0875,3.581249699028733,-10.400704331592484,,,,
Karachi,2021-02-18 00:00:00+00:00,2021-02-18 00:00:00+00:00,160,5.0,72.91,111.97,52.93,24.33,10.25,1001.36,0,18,2,3,3.0,True,19.0,100.0,19.0,1012.9,10.2,342.0,15.5,0.0,7.0,75.0,765.0,13.116666666666667,3.151973342624466,-9.700776466210565,,,,
Karachi,2021-02-18 01:00:00+00:00,2021-02-18 01:00:00+00:00,165,5.0,82.06,121.29,45.78,32.9,12.16,1214.98,1,18,2,3,5.0,True,18.4,99.0,18.2,1013.4,9.6,347.0,14.8,0.0,97.0,60.0,576.0,13.141666666666666,2.159530121701107,-9.353952621938255,,,,
Karachi,2021-02-18 02:00:00+00:00,2021-02-18 02:00:00+00:00,178,5.0,107.09,148.52,27.18,56.89,15.97,1789.09,2,18,2,3,13.0,True,16.7,99.0,16.5,1014.1,8.7,355.0,13.7,0.0,41.0,45.0,391.5,13.145833333333334,0.7582549619046273,-8.666893873398186,,,,
Karachi,2021-02-18 03:00:00+00:00,2021-02-18 03:00:00+00:00,206,5.0,155.42,201.77,3.76,93.22,23.37,3017.43,3,18,2,3,28.0,True,18.5,92.0,17.1,1014.9,8.3,358.0,11.9,0.0,21.0,40.0,332.0,13.216666666666669,0.2896658226307568,-8.294943864258496,,,,
Karachi,2021-02-18 04:00:00+00:00,2021-02-18 04:00:00+00:00,214,5.0,164.03,209.6,15.91,104.19,31.95,3685.0,4,18,2,3,8.0,True,19.7,81.0,16.4,1015.8,8.0,355.0,16.2,0.0,7.0,75.0,600.0,13.3,0.6972459419812665,-7.969557584733964,,,,
Karachi,2021-02-18 05:00:00+00:00,2021-02-18 05:00:00+00:00,215,5.0,164.62,210.17,29.33,101.45,36.72,3845.22,5,18,2,3,1.0,True,22.5,62.0,14.8,1016.2,10.5,329.0,20.9,0.0,0.0,165.0,1732.5,13.491666666666664,5.407899786555572,-9.000256657372177,,,,
Karachi,2021-02-18 06:00:00+00:00,2021-02-18 06:00:00+00:00,194,5.0,138.42,181.34,65.8,82.94,34.81,2883.91,6,18,2,3,-21.0,True,25.6,46.0,13.0,1016.3,10.7,315.0,23.0,0.0,0.0,320.0,3424.0,13.583333333333334,7.56604255869606,-7.566042558696056,,,,
Karachi,2021-02-18 07:00:00+00:00,2021-02-18 07:00:00+00:00,229,5.0,179.13,233.28,81.54,100.08,31.95,3524.78,7,18,2,3,35.0,True,28.2,32.0,9.7,1015.7,8.9,302.0,23.0,0.0,0.0,880.0,7832.0,13.458333333333334,7.547628055792193,-4.716281451675522,,,,
Karachi,2021-02-18 08:00:00+00:00,2021-02-18 08:00:00+00:00,254,5.0,203.64,265.09,98.71,115.16,29.56,4005.43,8,18,2,3,25.0,True,29.6,22.0,5.6,1014.8,9.1,263.0,22.0,0.0,0.0,1675.0,15242.5,13.220833333333331,9.03216997993603,1.1090110249868392,,,,
Karachi,2021-02-18 09:00:00+00:00,2021-02-18 09:00:00+00:00,245,5.0,195.41,259.27,105.86,120.64,26.46,4005.43,9,18,2,3,-9.0,True,30.0,20.0,4.9,1014.0,11.4,246.0,24.5,0.0,0.0,1990.0,22686.0,12.991666666666667,10.414418217125652,4.636797731064121,,,,
Karachi,2021-02-18 10:00:00+00:00,2021-02-18 10:00:00+00:00,196,5.0,141.75,200.31,90.12,101.45,20.5,3257.75,10,18,2,3,-49.0,True,30.2,18.0,3.4,1013.4,14.2,246.0,27.0,0.0,0.0,1770.0,25134.0,12.8,12.972345498524934,5.775660331676361,,,,
Karachi,2021-02-18 11:00:00+00:00,2021-02-18 11:00:00+00:00,171,5.0,93.5,142.79,62.23,80.2,16.21,2563.48,11,18,2,3,-25.0,True,30.0,18.0,3.3,1013.3,18.1,264.0,30.6,0.0,0.0,1480.0,26788.000000000004,12.729166666666666,18.00084630616575,1.891965185144526,,,,
Karachi,2021-02-18 12:00:00+00:00,2021-02-18 12:00:00+00:00,159,5.0,71.54,114.13,40.77,72.66,13.71,2162.93,12,18,2,3,-12.0,True,28.3,29.0,8.6,1013.2,18.4,273.0,34.2,0.0,0.0,585.0,10764.0,12.758333333333333,18.37478343948416,-0.9629815948701684,,,,
Karachi,2021-02-18 13:00:00+00:00,2021-02-18 13:00:00+00:00,149,5.0,55.16,92.18,31.47,68.55,11.33,1655.58,13,18,2,3,-10.0,True,26.9,38.0,11.2,1013.4,16.7,289.0,28.4,0.0,0.0,265.0,4425.5,12.6625,15.790160212508592,-5.43698817943451,,,,
Karachi,2021-02-18 14:00:00+00:00,2021-02-18 14:00:00+00:00,157,5.0,67.24,104.73,4.16,82.94,14.07,2002.72,14,18,2,3,8.0,True,24.8,48.0,13.0,1013.5,16.7,307.0,24.1,0.0,0.0,160.0,2672.0,12.516666666666666,13.337213017789791,-10.0503108866392,,,,
Karachi,2021-02-18 15:00:00+00:00,2021-02-18 15:00:00+00:00,167,5.0,87.08,127.39,2.37,81.57,17.17,2216.34,15,18,2,3,10.0,True,23.5,53.0,13.4,1014.0,14.8,321.0,23.4,0.0,0.0,125.0,1850.0,12.283333333333331,9.3139417875376,-11.501760229563166,,,,
Karachi,2021-02-18 16:00:00+00:00,2021-02-18 16:00:00+00:00,180,5.0,112.48,155.14,5.28,85.0,21.46,2483.37,16,18,2,3,13.0,True,22.3,60.0,14.2,1014.8,13.0,332.0,20.9,0.0,0.0,110.0,1430.0,12.041666666666666,6.10313031621658,-11.47831870716605,,,,
Karachi,2021-02-18 17:00:00+00:00,2021-02-18 17:00:00+00:00,188,5.0,128.09,170.74,10.37,82.94,23.37,2590.18,17,18,2,3,8.0,True,21.4,65.0,14.5,1015.3,13.0,341.0,18.0,0.0,0.0,90.0,1170.0,12.008333333333333,4.232386007943048,-12.291741482791114,,,,
Karachi,2021-02-18 18:00:00+00:00,2021-02-18 18:00:00+00:00,190,5.0,130.66,171.61,16.45,78.14,23.13,2510.07,18,18,2,3,2.0,True,20.8,63.0,13.6,1015.4,14.8,346.0,20.5,0.0,0.0,75.0,1110.0,12.079166666666666,3.5804440548750844,-14.360376748884748,,,,
Karachi,2021-02-18 19:00:00+00:00,2021-02-18 19:00:00+00:00,182,5.0,114.98,152.59,18.77,74.03,20.98,2296.45,19,18,2,3,-8.0,True,20.3,61.0,12.6,1015.4,14.4,347.0,20.9,0.0,0.0,60.0,864.0,12.145833333333334,3.2392951825516607,-14.030928932907386,,,,
Karachi,2021-02-18 20:00:00+00:00,2021-02-18 20:00:00+00:00,170,5.0,93.13,126.2,23.96,65.12,19.55,1922.61,20,18,2,3,-12.0,True,19.8,56.0,10.7,1015.3,13.7,355.0,19.4,0.0,0.0,50.0,685.0,12.266666666666667,1.1940336756429188,-13.647867363856914,,,,
Karachi,2021-02-18 21:00:00+00:00,2021-02-18 21:00:00+00:00,168,5.0,87.94,120.44,37.19,52.78,21.46,1682.28,21,18,2,3,-2.0,True,19.5,47.0,8.0,1015.4,14.5,6.0,19.1,0.0,0.0,45.0,652.5,12.466666666666669,-1.5156627173809751,-14.420567482839962,,,,
Karachi,2021-02-18 22:00:00+00:00,2021-02-18 22:00:00+00:00,167,5.0,86.22,120.43,52.93,39.41,22.65,1455.31,22,18,2,3,-1.0,True,19.7,37.0,4.7,1015.2,15.5,360.0,21.2,0.0,0.0,50.0,775.0,12.675,3.796405077356795e-15,-15.5,,,,
Karachi,2021-02-18 23:00:00+00:00,2021-02-18 23:00:00+00:00,167,5.0,86.82,122.74,58.65,33.93,23.37,1401.9,23,18,2,3,0.0,True,19.6,33.0,2.8,1015.2,16.6,1.0,22.3,0.0,0.0,55.0,913.0,12.908333333333331,-0.2897099468589063,-16.597471739596095,,,,
Karachi,2021-02-19 00:00:00+00:00,2021-02-19 00:00:00+00:00,169,5.0,90.4,127.41,52.93,33.24,23.84,1428.6,0,19,2,4,2.0,True,19.0,37.0,3.9,1015.0,14.8,6.0,23.4,0.0,0.0,60.0,888.0,13.1,-1.5470212563612713,-14.718924051450443,,,,
Karachi,2021-02-19 01:00:00+00:00,2021-02-19 01:00:00+00:00,174,5.0,99.1,136.49,41.13,38.39,24.56,1575.47,1,19,2,4,5.0,True,17.9,38.0,3.5,1015.7,15.4,11.0,21.2,0.0,0.0,75.0,1155.0,13.341666666666669,-2.93845852879879,-15.117058625094026,,,,
Karachi,2021-02-19 02:00:00+00:00,2021-02-19 02:00:00+00:00,191,5.0,133.06,175.05,21.82,64.43,29.33,2269.75,2,19,2,4,17.0,True,17.4,40.0,3.8,1016.5,13.9,31.0,21.2,0.0,0.0,90.0,1251.0,13.558333333333332,-7.159029241249753,-11.914625479759362,,,,
Karachi,2021-02-19 03:00:00+00:00,2021-02-19 03:00:00+00:00,267,5.0,217.66,277.56,1.24,104.19,41.49,4272.46,3,19,2,4,76.0,True,19.3,35.0,3.5,1017.4,11.8,52.0,18.7,0.0,0.0,120.0,1416.0,13.704166666666667,-9.29852689255932,-7.264805408842768,,,,
Karachi,2021-02-19 04:00:00+00:00,2021-02-19 04:00:00+00:00,329,5.0,279.28,364.09,5.99,122.01,51.5,6301.88,4,19,2,4,62.0,True,22.8,24.0,1.0,1017.8,10.8,53.0,17.6,0.0,0.0,225.0,2430.0,13.820833333333336,-8.625263508510763,-6.499602250042123,,,,
Karachi,2021-02-19 05:00:00+00:00,2021-02-19 05:00:00+00:00,327,5.0,276.43,379.39,14.66,128.87,51.98,6622.31,5,19,2,4,-2.0,True,26.7,17.0,-0.3,1018.3,12.1,67.0,21.6,0.0,0.0,445.0,5384.5,13.8875,-11.138108726774528,-4.727846654720215,,,,
Karachi,2021-02-19 06:00:00+00:00,2021-02-19 06:00:00+00:00,293,5.0,243.82,350.28,33.98,127.49,47.21,5447.39,6,19,2,4,-34.0,True,29.4,13.0,-1.6,1017.8,15.5,89.0,27.4,0.0,0.0,705.0,10927.5,14.0875,-15.497639274924063,-0.2705122997778923,,,,
Karachi,2021-02-19 07:00:00+00:00,2021-02-19 07:00:00+00:00,299,5.0,249.38,365.87,61.51,134.35,47.68,5073.55,7,19,2,4,6.0,True,30.2,14.0,-0.6,1017.3,17.4,120.0,31.7,0.0,20.0,1910.0,33234.0,14.441666666666668,-15.068842025849232,8.699999999999996,,,,
Karachi,2021-02-19 08:00:00+00:00,2021-02-19 08:00:00+00:00,335,5.0,284.54,410.81,92.98,156.28,59.13,5500.79,8,19,2,4,36.0,True,30.7,14.0,-0.2,1016.4,15.8,133.0,31.7,0.0,0.0,2510.0,39658.0,14.720833333333331,-11.555388485582895,10.775574088987474,,,,
Karachi,2021-02-19 09:00:00+00:00,2021-02-19 09:00:00+00:00,333,5.0,282.36,404.2,113.01,167.25,61.99,5447.39,9,19,2,4,-2.0,True,30.6,14.0,0.1,1015.4,12.6,149.0,30.2,0.0,0.0,2575.0,32445.0,14.770833333333334,-6.489479743866685,10.800307988846614,,,,
Karachi,2021-02-19 10:00:00+00:00,2021-02-19 10:00:00+00:00,368,5.0,318.32,449.48,105.86,205.64,61.04,6141.66,10,19,2,4,35.0,True,30.2,17.0,2.1,1014.7,9.8,174.0,26.3,0.0,0.0,2540.0,24892.0,14.5875,-1.0243789400230068,9.746314574609078,,,,
Karachi,2021-02-19 11:00:00+00:00,2021-02-19 11:00:00+00:00,438,5.0,407.2,559.56,87.98,268.7,65.8,7690.43,11,19,2,4,70.0,True,29.6,22.0,5.7,1014.6,8.7,185.0,22.3,0.0,56.0,2535.0,22054.5,14.195833333333333,0.758254961904624,8.666893873398186,,,,
Karachi,2021-02-19 12:00:00+00:00,2021-02-19 12:00:00+00:00,488,5.0,481.54,650.96,60.8,326.28,67.71,8972.17,12,19,2,4,50.0,True,28.8,27.0,7.9,1014.7,7.0,215.0,19.4,0.0,41.0,2185.0,15295.0,13.720833333333331,4.015035054457321,5.734064310022944,,,,
Karachi,2021-02-19 13:00:00+00:00,2021-02-19 13:00:00+00:00,500,5.0,534.9,701.26,13.77,389.34,64.85,10360.72,13,19,2,4,12.0,True,27.7,40.0,12.8,1014.9,7.0,291.0,14.4,0.0,19.0,690.0,4830.0,13.316666666666668,6.535062985480415,-2.5085756468170968,,,,
Karachi,2021-02-19 14:00:00+00:00,2021-02-19 14:00:00+00:00,500,5.0,591.4,730.63,0.23,394.82,56.74,11215.21,14,19,2,4,0.0,True,26.5,36.0,10.3,1015.8,12.8,320.0,16.9,0.0,53.0,110.0,1408.0,13.154166666666669,8.227681403987708,-9.805368871922916,,,,
Karachi,2021-02-19 15:00:00+00:00,2021-02-19 15:00:00+00:00,500,5.0,593.26,690.38,0.33,309.83,49.59,9292.6,15,19,2,4,0.0,True,25.2,38.0,9.7,1016.2,14.5,330.0,19.8,0.0,52.0,90.0,1305.0,13.141666666666667,7.250000000000006,-12.557368354874356,,,,
Karachi,2021-02-19 16:00:00+00:00,2021-02-19 16:00:00+00:00,466,5.0,448.38,508.62,60.08,167.25,43.39,5607.61,16,19,2,4,-34.0,True,23.9,39.0,9.1,1016.6,14.3,332.0,20.9,0.0,85.0,90.0,1287.0,13.195833333333336,6.713443347838239,-12.626150577882656,,,,
Karachi,2021-02-19 17:00:00+00:00,2021-02-19 17:00:00+00:00,413,5.0,368.92,421.53,66.52,127.49,43.87,4699.71,17,19,2,4,-53.0,True,22.8,38.0,7.7,1016.9,10.6,336.0,20.2,0.0,40.0,90.0,954.0,13.095833333333331,4.311408416603482,-9.68358185101157,,,,
Karachi,2021-02-19 18:00:00+00:00,2021-02-19 18:00:00+00:00,373,5.0,323.06,373.6,48.64,122.01,44.82,4379.27,18,19,2,4,-40.0,True,21.2,42.0,7.8,1016.8,7.4,346.0,14.4,0.0,0.0,85.0,629.0,12.7875,1.7902220274375422,-7.180188374442374,,,,
Karachi,2021-02-19 19:00:00+00:00,2021-02-19 19:00:00+00:00,330,5.0,279.74,328.48,26.46,122.01,42.92,4058.84,19,19,2,4,-43.0,True,20.3,43.0,7.3,1016.5,7.9,357.0,9.7,0.0,71.0,75.0,592.5,12.516666666666666,0.4134540543192605,-7.889173324561134,,,,
Karachi,2021-02-19 20:00:00+00:00,2021-02-19 20:00:00+00:00,273,5.0,223.0,269.75,11.98,109.67,37.67,3524.78,20,19,2,4,-57.0,True,19.7,44.0,7.0,1016.3,9.4,360.0,12.2,0.0,7.0,65.0,611.0,12.3375,2.302335982397025e-15,-9.4,,,,
Karachi,2021-02-19 21:00:00+00:00,2021-02-19 21:00:00+00:00,218,5.0,167.62,213.57,15.74,77.46,30.28,2643.59,21,19,2,4,-55.0,True,18.6,50.0,7.9,1016.2,8.7,353.0,12.2,0.0,80.0,60.0,522.0,12.095833333333331,1.0602632876247886,-8.6351515192795,,,,
Karachi,2021-02-19 22:00:00+00:00,2021-02-19 22:00:00+00:00,204,5.0,154.0,200.61,22.35,57.58,25.99,2323.15,22,19,2,4,-14.0,True,18.4,52.0,8.5,1016.0,7.2,3.0,11.2,0.0,44.0,60.0,432.0,11.75,-0.3768188849491956,-7.190132650232932,,,,
Karachi,2021-02-19 23:00:00+00:00,2021-02-19 23:00:00+00:00,216,5.0,165.33,212.85,30.04,49.35,25.99,2376.56,23,19,2,4,12.0,True,18.1,50.0,7.4,1015.9,7.5,17.0,9.7,0.0,10.0,65.0,487.5,11.370833333333335,-2.192787785420526,-7.172285669722766,,,,
Karachi,2021-02-20 00:00:00+00:00,2021-02-20 00:00:00+00:00,217,5.0,166.64,214.17,43.63,42.5,26.23,2296.45,0,20,2,5,1.0,True,18.6,42.0,5.4,1016.1,8.9,27.0,9.7,0.0,58.0,70.0,623.0,11.125,-4.040515447681966,-7.929958065276475,,,,
Karachi,2021-02-20 01:00:00+00:00,2021-02-20 01:00:00+00:00,209,5.0,158.84,205.2,50.07,41.81,26.23,2162.93,1,20,2,5,-8.0,True,17.2,42.0,4.3,1016.3,9.4,40.0,12.2,0.0,90.0,80.0,752.0,10.875,-6.042203531053469,-7.200817765318393,,,,
Karachi,2021-02-20 02:00:00+00:00,2021-02-20 02:00:00+00:00,218,5.0,167.77,214.83,35.76,61.69,29.09,2590.18,2,20,2,5,9.0,True,17.3,42.0,4.2,1016.9,10.8,69.0,13.7,0.0,54.0,95.0,1026.0,10.745833333333332,-10.08266860616978,-3.870373855089244,,,,
Karachi,2021-02-20 03:00:00+00:00,2021-02-20 03:00:00+00:00,275,5.0,225.53,285.18,3.49,101.45,38.15,4219.06,3,20,2,5,57.0,True,20.1,33.0,3.5,1017.3,11.4,72.0,15.5,0.0,10.0,120.0,1368.0,10.729166666666666,-10.84204428576475,-3.522793735874401,,,,
Karachi,2021-02-20 04:00:00+00:00,2021-02-20 04:00:00+00:00,248,5.0,198.22,260.65,13.77,100.08,38.15,4219.06,4,20,2,5,-27.0,True,23.3,22.0,0.3,1017.9,12.4,54.0,20.2,0.0,84.0,200.0,2480.0,10.795833333333334,-10.031810730249347,-7.288537128426667,,,,
Karachi,2021-02-20 05:00:00+00:00,2021-02-20 05:00:00+00:00,248,5.0,198.15,268.04,25.03,104.19,40.53,4486.08,5,20,2,5,0.0,True,26.7,17.0,-0.6,1018.2,13.2,68.0,23.8,0.0,58.0,410.0,5412.0,10.841666666666669,-12.238826880281591,-4.944807033090037,,,,
Karachi,2021-02-20 06:00:00+00:00,2021-02-20 06:00:00+00:00,255,5.0,205.3,281.24,49.35,109.67,43.87,4325.87,6,20,2,5,7.0,True,28.8,15.0,-0.6,1017.9,13.4,95.0,25.9,0.0,0.0,725.0,9715.0,10.754166666666668,-13.34900895442939,1.1678869528186204,,,,
Karachi,2021-02-20 07:00:00+00:00,2021-02-20 07:00:00+00:00,305,5.0,254.52,341.76,85.83,130.24,48.64,4859.92,7,20,2,5,50.0,True,29.9,14.0,-0.4,1017.4,12.6,117.0,26.6,0.0,0.0,1615.0,20349.0,10.554166666666667,-11.226682204773436,5.720280296718289,,,,
Karachi,2021-02-20 08:00:00+00:00,2021-02-20 08:00:00+00:00,358,5.0,307.99,407.34,137.33,152.17,55.79,5447.39,8,20,2,5,53.0,True,30.2,14.0,-0.8,1016.4,11.5,139.0,26.6,0.0,0.0,2200.0,25300.0,10.375,-7.544678833390834,8.679160172561879,,,,
Karachi,2021-02-20 09:00:00+00:00,2021-02-20 09:00:00+00:00,360,5.0,310.11,411.44,167.37,157.65,58.17,5340.58,9,20,2,5,2.0,True,30.2,14.0,-0.3,1015.5,10.7,160.0,25.2,0.0,0.0,2335.0,24984.5,10.295833333333333,-3.659615533584657,10.05471104240922,,,,
Karachi,2021-02-20 10:00:00+00:00,2021-02-20 10:00:00+00:00,398,5.0,348.78,458.04,173.09,191.93,56.27,5767.82,10,20,2,5,38.0,True,29.8,17.0,2.4,1014.8,9.8,174.0,24.5,0.0,0.0,2370.0,23226.0,10.295833333333333,-1.0243789400230068,9.746314574609078,,,,
Karachi,2021-02-20 11:00:00+00:00,2021-02-20 11:00:00+00:00,434,5.0,401.11,519.03,164.51,227.57,52.93,6301.88,11,20,2,5,36.0,True,29.5,22.0,5.7,1014.3,8.3,180.0,22.7,0.0,5.0,2030.0,16849.0,10.279166666666669,-1.0164568432923032e-15,8.3,,,,
Karachi,2021-02-20 12:00:00+00:00,2021-02-20 12:00:00+00:00,443,5.0,414.74,534.4,141.62,244.02,47.21,6355.29,12,20,2,5,9.0,True,28.4,21.0,4.0,1014.8,18.4,230.0,19.8,0.0,17.0,1360.0,25024.0,10.754166666666668,14.095217753389193,11.827292018232326,,,,
Karachi,2021-02-20 13:00:00+00:00,2021-02-20 13:00:00+00:00,473,5.0,459.13,577.11,83.69,301.6,45.3,7156.37,13,20,2,5,30.0,True,27.1,36.0,10.7,1015.1,16.0,261.0,29.9,0.0,1.0,195.0,3120.0,11.129166666666668,15.803013449522204,2.502951440643697,,,,
Karachi,2021-02-20 14:00:00+00:00,2021-02-20 14:00:00+00:00,500,5.0,543.61,652.5,11.0,372.89,46.73,8972.17,14,20,2,5,27.0,True,25.8,34.0,8.8,1015.7,16.8,305.0,24.1,0.0,33.0,90.0,1512.0,11.295833333333333,13.761754344055063,-9.636084130697574,,,,
Karachi,2021-02-20 15:00:00+00:00,2021-02-20 15:00:00+00:00,500,5.0,526.4,607.44,0.25,298.86,47.68,8544.92,15,20,2,5,0.0,True,25.3,30.0,6.5,1015.9,12.8,322.0,23.8,0.0,18.0,60.0,768.0,11.225,7.880466884168434,-10.086537646166036,,,,
Karachi,2021-02-20 16:00:00+00:00,2021-02-20 16:00:00+00:00,418,5.0,376.15,425.72,14.66,183.7,45.78,5714.42,16,20,2,5,-82.0,True,23.9,38.0,8.8,1016.3,12.2,341.0,17.6,0.0,13.0,40.0,488.0,11.1375,3.9719314843773215,-11.53532662231166,,,,
Karachi,2021-02-20 17:00:00+00:00,2021-02-20 17:00:00+00:00,342,5.0,292.2,332.37,30.4,130.24,41.49,4379.27,17,20,2,5,-76.0,True,22.2,46.0,9.9,1016.4,7.7,319.0,16.9,0.0,6.0,30.0,231.0,11.016666666666666,5.051654523226907,-5.811263767715344,,,,
Karachi,2021-02-20 18:00:00+00:00,2021-02-20 18:00:00+00:00,281,5.0,231.16,265.36,42.56,95.96,35.29,3337.86,18,20,2,5,-61.0,True,21.3,54.0,11.6,1016.3,8.8,305.0,11.5,0.0,4.0,35.0,308.0,11.075,7.208537989743128,-5.047472639889206,,,,
Karachi,2021-02-20 19:00:00+00:00,2021-02-20 19:00:00+00:00,231,5.0,180.97,210.03,49.35,76.08,28.37,2590.18,19,20,2,5,-50.0,True,20.5,52.0,10.4,1016.2,9.0,323.0,11.5,0.0,1.0,35.0,315.0,11.120833333333332,5.416335208368435,-7.187719590425635,,,,
Karachi,2021-02-20 20:00:00+00:00,2021-02-20 20:00:00+00:00,197,5.0,143.8,168.87,49.35,63.75,22.89,2056.12,20,20,2,5,-34.0,True,19.5,50.0,8.8,1016.1,8.2,345.0,11.5,0.0,0.0,35.0,287.0,11.070833333333333,2.1223161698406696,-7.92059177557036,,,,
Karachi,2021-02-20 21:00:00+00:00,2021-02-20 21:00:00+00:00,187,5.0,125.43,149.95,53.64,49.35,20.27,1668.93,21,20,2,5,-10.0,True,19.0,49.0,7.9,1016.1,9.3,344.0,11.9,0.0,0.0,30.0,279.0,11.095833333333331,2.563427409098098,-8.939733772226365,,,,
Karachi,2021-02-20 22:00:00+00:00,2021-02-20 22:00:00+00:00,183,5.0,118.07,144.35,55.79,38.04,19.07,1455.31,22,20,2,5,-4.0,True,18.6,49.0,7.8,1015.8,10.2,342.0,13.3,0.0,0.0,30.0,306.0,11.220833333333331,3.151973342624466,-9.700776466210565,,,,
Karachi,2021-02-20 23:00:00+00:00,2021-02-20 23:00:00+00:00,184,5.0,118.82,148.39,47.21,37.36,19.31,1508.71,23,20,2,5,1.0,True,18.1,45.0,6.1,1015.6,11.2,354.0,14.4,0.0,0.0,30.0,336.0,11.375,1.1707187885977182,-11.13864522812466,,,,
Karachi,2021-02-21 00:00:00+00:00,2021-02-21 00:00:00+00:00,187,5.0,125.74,159.09,33.26,42.5,20.74,1735.69,0,21,2,6,3.0,True,18.9,42.0,5.7,1015.7,12.6,3.0,15.8,0.0,0.0,30.0,378.0,11.529166666666669,-0.6594330486610922,-12.58273213790763,,,,
Karachi,2021-02-21 01:00:00+00:00,2021-02-21 01:00:00+00:00,191,5.0,132.77,168.43,22.35,48.67,21.94,1976.01,1,21,2,6,4.0,True,17.9,44.0,5.4,1015.8,13.6,11.0,18.4,0.0,0.0,30.0,408.0,11.704166666666666,-2.5950023371210094,-13.35012969488823,,,,
Karachi,2021-02-21 02:00:00+00:00,2021-02-21 02:00:00+00:00,210,5.0,159.97,198.19,7.33,69.92,25.27,2616.88,2,21,2,6,19.0,True,17.7,43.0,4.9,1016.5,14.1,15.0,19.1,0.0,31.0,30.0,423.0,11.841666666666669,-3.6493485359455424,-13.619554150675864,,,,
Karachi,2021-02-21 03:00:00+00:00,2021-02-21 03:00:00+00:00,294,5.0,244.22,293.62,0.7,97.33,35.76,4539.49,3,21,2,6,84.0,True,19.6,36.0,4.0,1017.0,13.9,17.0,19.8,0.0,35.0,30.0,417.0,11.945833333333336,-4.063966695646041,-13.292636107886192,,,,
Karachi,2021-02-21 04:00:00+00:00,2021-02-21 04:00:00+00:00,417,5.0,375.14,450.85,4.11,119.27,50.55,8010.86,4,21,2,6,123.0,True,22.9,26.0,2.6,1017.6,11.6,30.0,20.2,0.0,16.0,60.0,696.0,11.9125,-5.799999999999999,-10.045894683899489,,,,
Karachi,2021-02-21 05:00:00+00:00,2021-02-21 05:00:00+00:00,496,5.0,494.35,602.41,9.66,161.77,65.8,11108.4,5,21,2,6,79.0,True,26.4,20.0,1.3,1017.7,10.0,52.0,20.5,0.0,9.0,225.0,2250.0,11.779166666666669,-7.88010753606722,-6.156614753256583,,,,
Karachi,2021-02-21 06:00:00+00:00,2021-02-21 06:00:00+00:00,500,5.0,594.98,735.4,28.25,254.99,77.25,12283.33,6,21,2,6,4.0,True,28.8,16.0,0.4,1017.4,8.3,95.0,20.5,0.0,0.0,755.0,6266.500000000001,11.566666666666668,-8.268415994161488,0.7233926648055634,,,,
Karachi,2021-02-21 07:00:00+00:00,2021-02-21 07:00:00+00:00,500,5.0,742.6,915.15,100.14,361.92,84.88,12710.57,7,21,2,6,0.0,True,29.5,16.0,1.4,1016.7,8.2,142.0,21.2,0.0,0.0,1435.0,11766.999999999998,11.383333333333333,-5.048424097670399,6.461688179575119,,,,
Karachi,2021-02-21 08:00:00+00:00,2021-02-21 08:00:00+00:00,500,5.0,941.7,1136.61,263.21,394.82,82.97,12924.19,8,21,2,6,0.0,True,29.8,17.0,2.2,1015.4,10.5,172.0,23.8,0.0,0.0,1860.0,19530.0,11.341666666666669,-1.4613175600806902,10.397814721786489,,,,
Karachi,2021-02-21 09:00:00+00:00,2021-02-21 09:00:00+00:00,500,5.0,1038.34,1229.31,423.43,345.47,66.76,11428.83,9,21,2,6,0.0,True,30.1,17.0,2.0,1014.3,13.7,185.0,27.7,0.0,0.0,1915.0,26235.5,11.466666666666669,1.1940336756429135,13.647867363856914,,,,
Karachi,2021-02-21 10:00:00+00:00,2021-02-21 10:00:00+00:00,500,5.0,1104.57,1251.36,497.82,282.41,44.82,8972.17,10,21,2,6,0.0,True,30.0,16.0,1.5,1013.8,16.2,201.0,30.6,0.0,0.0,1805.0,29241.0,11.733333333333334,5.805560782633867,15.124002909254669,,,,
